,access_rate,epsilon_values,explore/exploit,latency_deviation,states,total_latency,total_rewards
0,0.43999999999999995,1.0,explore,5.8765134331948445,"[2, 10, 6, 10, 3, 1, 3, 6, 8, 2, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 55808.62957089552, 2499944191.370429, 3.6571428571428575, 3.6571428571428575, 3.6999999999999997, 3.6999999999999997, 3.3428571428571425, 3.3428571428571425, 3.457142857142857, 3.457142857142857, 1.9857142857142858, 1.9857142857142858, 2.9285714285714284, 2.9285714285714284, 2.085714285714286, 2.085714285714286, 3.7142857142857144, 3.7142857142857144, 2.6285714285714286, 2.6285714285714286, 3.6285714285714286, 3.6285714285714286, 900, 10.900395732652495]",14.015061079920475,-12.18247109859135
1,0.48,1.0,explore,2.055459803086359,"[4, 2, 3, 6, 9, 5, 10, 10, 8, 5, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1000, 10.345498674556287]",10.283514199102616,-49.58083003730627
2,0.5,1.0,explore,2.8481559521665134,"[10, 4, 9, 7, 7, 8, 4, 9, 4, 3, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 55829.98045708955, 2499944170.0195427, 1.2636363636363637, 1.2636363636363637, 1.6363636363636365, 1.6363636363636365, 2.1636363636363636, 2.1636363636363636, 2.127272727272727, 2.127272727272727, 2.227272727272727, 2.227272727272727, 2.272727272727273, 2.272727272727273, 2.272727272727273, 2.272727272727273, 2.1999999999999997, 2.1999999999999997, 1.0, 1.0, 2.227272727272727, 2.227272727272727, 1100, 8.776449532187554]",9.072732067417327,-19.398036690246734
3,0.42000000000000004,1.0,explore,6.021434038674359,"[7, 1, 3, 8, 4, 7, 2, 5, 10, 8, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 22.8, 22.8, 20.5, 20.5, 25.6, 25.6, 25.1, 25.1, 18.6, 18.6, 16.6, 16.6, 24.7, 24.7, 26.0, 26.0, 24.4, 24.4, 25.6, 25.6, 900, 0.0]",12.432511894923412,-33.526570636971385
4,0.5199999999999999,1.0,explore,5.086077221372396,"[7, 2, 3, 2, 4, 5, 6, 7, 2, 6, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 67597.00489738806, 2499932402.9951024, 3.6, 3.6, 2.5142857142857147, 2.5142857142857147, 3.357142857142857, 3.357142857142857, 3.685714285714286, 3.685714285714286, 3.7142857142857144, 3.7142857142857144, 3.742857142857143, 3.742857142857143, 3.257142857142857, 3.257142857142857, 2.9857142857142853, 2.9857142857142853, 3.1999999999999997, 3.1999999999999997, 3.6714285714285713, 3.6714285714285713, 900, 9.438283158811142]",11.229590498214554,-23.67856450028202
5,0.54,1.0,explore,5.043004629422578,"[8, 10, 10, 6, 2, 1, 3, 3, 9, 1, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 66977.82831156717, 2499933022.1716886, 4.233333333333333, 4.233333333333333, 4.266666666666667, 4.266666666666667, 3.1333333333333333, 3.1333333333333333, 2.316666666666667, 2.316666666666667, 4.1000000000000005, 4.1000000000000005, 3.3166666666666664, 3.3166666666666664, 4.116666666666666, 4.116666666666666, 3.516666666666667, 3.516666666666667, 3.0833333333333335, 3.0833333333333335, 3.5666666666666664, 3.5666666666666664, 1000, 13.057880411440875]",13.365014899974161,-48.540631566572955
6,0.6,1.0,explore,3.664796458994104,"[2, 4, 6, 8, 5, 7, 3, 3, 9, 5, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 55811.29841417911, 2499944188.701586, 5.2, 5.2, 5.2, 5.2, 4.82, 4.82, 5.04, 5.04, 4.1, 4.1, 5.14, 5.14, 4.9, 4.9, 4.88, 4.88, 5.0, 5.0, 5.08, 5.08, 1000, 5.893769467750411]",9.897843010446433,-7.521513959809686
7,0.5599999999999999,1.0,explore,3.0861771289259567,"[5, 4, 7, 1, 5, 5, 6, 2, 9, 10, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 55248.16795708956, 2499944751.8320427, 2.3272727272727276, 2.3272727272727276, 2.272727272727273, 2.272727272727273, 1.8727272727272728, 1.8727272727272728, 2.0545454545454547, 2.0545454545454547, 2.272727272727273, 2.272727272727273, 2.3181818181818183, 2.3181818181818183, 2.2181818181818183, 2.2181818181818183, 2.3000000000000003, 2.3000000000000003, 1.3454545454545455, 1.3454545454545455, 1.7727272727272727, 1.7727272727272727, 900, 9.065326437972518]",13.229879159304573,-1.7761335714838924
8,0.5,1.0,explore,3.085433651992825,"[4, 8, 9, 4, 10, 6, 8, 6, 7, 1, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 55707.21268656717, 2499944292.7873135, 21.9, 21.9, 24.4, 24.4, 21.4, 21.4, 25.4, 25.4, 25.4, 25.4, 21.1, 21.1, 26.2, 26.2, 25.5, 25.5, 24.6, 24.6, 25.1, 25.1, 1000, 0.0]",9.228582395612172,-4.229551050613146
9,0.43999999999999995,1.0,explore,8.907763291193447,"[10, 5, 5, 9, 7, 6, 3, 7, 10, 10, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 56409.12411380597, 2499943590.875886, 3.6, 3.6, 5.0, 5.0, 2.42, 2.42, 4.4799999999999995, 4.4799999999999995, 5.0, 5.0, 4.7, 4.7, 3.3200000000000003, 3.3200000000000003, 5.0, 5.0, 5.0600000000000005, 5.0600000000000005, 5.04, 5.04, 1000, 8.381464224593582]",12.96204193043983,-95.4774406365007
10,0.5199999999999999,1.0,explore,5.22203719340744,"[3, 4, 1, 3, 4, 2, 5, 7, 2, 9, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 55813.96730410447, 2499944186.032696, 21.4, 21.4, 24.2, 24.2, 18.4, 18.4, 21.2, 21.2, 19.7, 19.7, 24.8, 24.8, 26.0, 26.0, 19.3, 19.3, 24.4, 24.4, 22.6, 22.6, 1100, 0.0]",9.633482197964943,-54.89081436529167
