id,type,src,dst,app,latency,message,ctime,size,buffer
9,LINK,12,7,SimpleCase,10.098165506958251,M.B,91.46490795773057,750,7
10,LINK,12,7,SimpleCase,10.098165506958251,M.B,91.56293232957002,750,7
12,LINK,14,7,SimpleCase,8.098165506958251,M.B,92.46477371073199,750,8
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,92.46479111130017,750,9
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,92.56296749626931,750,9
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,93.56295661825843,750,9
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,94.66112212521668,750,9
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,94.69702757604117,750,10
8,LINK,17,7,SimpleCase,1.0981655069582505,M.B,95.56319239327478,750,10
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,95.75928763217493,750,10
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,96.85745313913318,750,10
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,97.95561864609144,750,10
8,LINK,17,7,SimpleCase,1.0981655069582505,M.B,99.05378415304969,750,10
3,LINK,17,7,SimpleCase,1.0981655069582505,M.B,99.66113300322756,750,10
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,100.15194966000794,750,10
12,LINK,17,7,SimpleCase,1.0981655069582505,M.B,100.56293921769024,750,10
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,101.2501151669662,750,10
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,101.56307346468883,750,10
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,102.34828067392445,750,10
8,LINK,17,7,SimpleCase,1.0981655069582505,M.B,103.4464461808827,750,10
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,103.66135790023303,750,10
3,LINK,17,7,SimpleCase,1.0981655069582505,M.B,104.54461168784096,750,10
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,105.64277719479921,750,10
12,LINK,17,7,SimpleCase,1.0981655069582505,M.B,106.74094270175746,750,10
2,LINK,17,7,SimpleCase,1.0981655069582505,M.B,106.75929851018581,750,10
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,107.83910820871571,750,10
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,108.93727371567397,750,10
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,110.03543922263222,750,10
8,LINK,17,7,SimpleCase,1.0981655069582505,M.B,111.13360472959047,750,10
10,LINK,17,7,SimpleCase,1.0981655069582505,M.B,111.66123897164708,750,10
7,LINK,17,7,SimpleCase,1.0981655069582505,M.B,111.75952340719128,750,10
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,112.23177023654873,750,10
3,LINK,17,7,SimpleCase,1.0981655069582505,M.B,113.32993574350698,750,10
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,114.42810125046523,750,10
12,LINK,17,7,SimpleCase,1.0981655069582505,M.B,115.52626675742349,750,10
2,LINK,17,7,SimpleCase,1.0981655069582505,M.B,116.62443226438174,750,10
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,117.72259777133999,750,10
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,118.82076327829824,750,10
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,119.9189287852565,750,10
15,LINK,0,8,SimpleCase,3.2327816763939166,M.A,120,1000,11
16,LINK,1,15,SimpleCase,12.232968441357933,M.A,120,1000,12
17,LINK,2,11,SimpleCase,5.232752953142445,M.A,120,1000,13
18,LINK,3,13,SimpleCase,7.2328303576220225,M.A,120,1000,14
19,LINK,4,14,SimpleCase,10.232761033950526,M.A,120,1000,15
20,LINK,5,17,SimpleCase,10.232734475684943,M.A,120,1000,16
21,LINK,6,17,SimpleCase,5.232734475684943,M.A,120,1000,17
21,LINK,6,17,SimpleCase,5.232734475684943,M.A,125.23273447568494,1000,12
15,LINK,8,7,SimpleCase,3.0981655069582503,M.B,125.46523159923332,750,11
13,LINK,8,7,SimpleCase,3.0981655069582503,M.B,126.50792182700602,750,11
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,127.46518439852434,750,11
17,LINK,11,7,SimpleCase,7.09816550695825,M.B,127.46520287598184,750,12
12,LINK,11,7,SimpleCase,7.09816550695825,M.B,127.60608733396427,750,12
15,LINK,11,7,SimpleCase,7.09816550695825,M.B,128.56339710619156,750,12
2,LINK,11,7,SimpleCase,7.09816550695825,M.B,128.70425284092252,750,12
18,LINK,13,7,SimpleCase,4.09816550695825,M.B,129.46528028046143,750,13
11,LINK,13,7,SimpleCase,4.09816550695825,M.B,129.80241834788077,750,13
9,LINK,13,7,SimpleCase,4.09816550695825,M.B,130.90058385483903,750,10
13,LINK,13,7,SimpleCase,4.09816550695825,M.B,131.6615626131498,750,10
14,LINK,13,7,SimpleCase,4.09816550695825,M.B,131.99874936179728,750,10
20,LINK,17,7,SimpleCase,1.0981655069582505,M.B,132.46518439852434,750,10
19,LINK,14,7,SimpleCase,8.098165506958251,M.B,132.46521095678995,750,11
21,LINK,14,7,SimpleCase,8.098165506958251,M.B,133.09691486875553,750,11
18,LINK,14,7,SimpleCase,8.098165506958251,M.B,133.56344578741968,750,11
20,LINK,14,7,SimpleCase,8.098165506958251,M.B,134.1950803757138,750,11
16,LINK,15,7,SimpleCase,2.0981655069582503,M.B,134.46541836419735,750,12
17,LINK,15,7,SimpleCase,2.0981655069582503,M.B,134.5633683829401,750,12
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,134.69763432136375,750,13
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,135.795799828322,750,13
16,LINK,17,7,SimpleCase,1.0981655069582505,M.B,136.5635838711556,750,13
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,136.89396533528026,750,13
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,137.66161129437793,750,13
16,LINK,17,7,SimpleCase,1.0981655069582505,M.B,137.9921308422385,750,13
17,LINK,17,7,SimpleCase,1.0981655069582505,M.B,138.66174937811385,750,13
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,139.09029634919676,750,13
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,140.18846185615502,750,13
19,LINK,17,7,SimpleCase,1.0981655069582505,M.B,140.5633764637482,750,13
16,LINK,17,7,SimpleCase,1.0981655069582505,M.B,141.28662736311327,750,13
12,LINK,17,7,SimpleCase,1.0981655069582505,M.B,141.66153388989835,750,13
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,141.7597768013362,750,13
17,LINK,17,7,SimpleCase,1.0981655069582505,M.B,142.38479287007152,750,13
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,143.48295837702977,750,13
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,144.58112388398803,750,13
19,LINK,17,7,SimpleCase,1.0981655069582505,M.B,145.67928939094628,750,13
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,145.85794230829444,750,13
16,LINK,17,7,SimpleCase,1.0981655069582505,M.B,146.77745489790453,750,13
12,LINK,17,7,SimpleCase,1.0981655069582505,M.B,147.8756204048628,750,13
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,148.66154197070645,750,13
15,LINK,17,7,SimpleCase,1.0981655069582505,M.B,148.7596993968566,750,13
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,148.97378591182104,750,13
14,LINK,17,7,SimpleCase,1.0981655069582505,M.B,149.9561078152527,750,13
17,LINK,17,7,SimpleCase,1.0981655069582505,M.B,150.0719514187793,750,13
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,151.17011692573755,750,13
11,LINK,17,7,SimpleCase,1.0981655069582505,M.B,152.2682824326958,750,13
19,LINK,17,7,SimpleCase,1.0981655069582505,M.B,153.36644793965405,750,13
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,154.4646134466123,750,13
16,LINK,17,7,SimpleCase,1.0981655069582505,M.B,155.56277895357056,750,13
2,LINK,17,7,SimpleCase,1.0981655069582505,M.B,155.85786490381486,750,13
12,LINK,17,7,SimpleCase,1.0981655069582505,M.B,156.6609444605288,750,13
18,LINK,17,7,SimpleCase,1.0981655069582505,M.B,156.7597074776647,750,13
21,LINK,17,7,SimpleCase,1.0981655069582505,M.B,157.75910996748706,750,13
15,LINK,17,7,SimpleCase,1.0981655069582505,M.B,158.85727547444532,750,13
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,159.95544098140357,750,13
22,LINK,0,10,SimpleCase,5.232520796211693,M.A,160,1000,14
23,LINK,1,16,SimpleCase,6.232397933992896,M.A,160,1000,15
24,LINK,2,12,SimpleCase,6.232400005029451,M.A,160,1000,16
25,LINK,3,11,SimpleCase,3.2323989655284104,M.A,160,1000,17
26,LINK,4,14,SimpleCase,10.232456837562918,M.A,160,1000,18
27,LINK,5,17,SimpleCase,10.232463068092514,M.A,160,1000,19
28,LINK,6,17,SimpleCase,5.232463068092513,M.A,160,1000,20
28,LINK,6,17,SimpleCase,5.232463068092513,M.A,165.2324630680925,1000,14
25,LINK,11,7,SimpleCase,7.09816550695825,M.B,165.4645287002876,750,13
13,LINK,11,7,SimpleCase,7.09816550695825,M.B,166.5444340231531,750,11
28,LINK,17,7,SimpleCase,1.0981655069582505,M.B,167.46459280285168,750,12
22,LINK,10,7,SimpleCase,8.098165506958251,M.B,167.46465053097089,750,13
16,LINK,10,7,SimpleCase,8.098165506958251,M.B,167.64259953011134,750,13
23,LINK,16,7,SimpleCase,6.09816550695825,M.B,168.46452766875208,750,14
24,LINK,12,7,SimpleCase,10.098165506958251,M.B,168.46452973978865,750,15
2,LINK,12,7,SimpleCase,10.098165506958251,M.B,168.7407650370696,750,15
12,LINK,12,7,SimpleCase,10.098165506958251,M.B,169.83893054402785,750,15
18,LINK,12,7,SimpleCase,10.098165506958251,M.B,170.9370960509861,750,12
21,LINK,12,7,SimpleCase,10.098165506958251,M.B,172.03526155794435,750,12
26,LINK,14,7,SimpleCase,8.098165506958251,M.B,172.4645865723221,750,13
27,LINK,17,7,SimpleCase,1.0981655069582505,M.B,172.46459280285168,750,14
25,LINK,17,7,SimpleCase,1.0981655069582505,M.B,172.56269420724584,750,14
15,LINK,17,7,SimpleCase,1.0981655069582505,M.B,173.1334270649026,750,14
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,174.23159257186086,750,14
23,LINK,17,7,SimpleCase,1.0981655069582505,M.B,174.56269317571034,750,14
28,LINK,17,7,SimpleCase,1.0981655069582505,M.B,174.69672253761087,750,15
28,LINK,17,7,SimpleCase,1.0981655069582505,M.B,175.3297580788191,750,15
22,LINK,17,7,SimpleCase,1.0981655069582505,M.B,175.56281603792914,750,15
27,LINK,17,7,SimpleCase,1.0981655069582505,M.B,176.42792358577736,750,15
25,LINK,17,7,SimpleCase,1.0981655069582505,M.B,177.52608909273562,750,15
24,LINK,17,7,SimpleCase,1.0981655069582505,M.B,178.5626952467469,750,15
15,LINK,17,7,SimpleCase,1.0981655069582505,M.B,178.62425459969387,750,15
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,179.6608597142041,750,15
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,179.72242010665212,750,15
26,LINK,17,7,SimpleCase,1.0981655069582505,M.B,180.56275207928036,750,15
23,LINK,17,7,SimpleCase,1.0981655069582505,M.B,180.82058561361038,750,15
28,LINK,17,7,SimpleCase,1.0981655069582505,M.B,181.91875112056863,750,15
28,LINK,17,7,SimpleCase,1.0981655069582505,M.B,183.01691662752688,750,15
16,LINK,17,7,SimpleCase,1.0981655069582505,M.B,183.6609815448874,750,15
22,LINK,17,7,SimpleCase,1.0981655069582505,M.B,184.11508213448514,750,15
27,LINK,17,7,SimpleCase,1.0981655069582505,M.B,185.2132476414434,750,15
25,LINK,17,7,SimpleCase,1.0981655069582505,M.B,186.31141314840164,750,15
24,LINK,17,7,SimpleCase,1.0981655069582505,M.B,187.4095786553599,750,15
15,LINK,17,7,SimpleCase,1.0981655069582505,M.B,188.50774416231815,750,15
2,LINK,17,7,SimpleCase,1.0981655069582505,M.B,188.66086075370515,750,15
13,LINK,17,7,SimpleCase,1.0981655069582505,M.B,189.6059096692764,750,15
9,LINK,17,7,SimpleCase,1.0981655069582505,M.B,190.70407517623465,750,15
26,LINK,17,7,SimpleCase,1.0981655069582505,M.B,191.8022406831929,750,15
23,LINK,17,7,SimpleCase,1.0981655069582505,M.B,192.90040619015116,750,15
28,LINK,17,7,SimpleCase,1.0981655069582505,M.B,193.9985716971094,750,15
28,LINK,17,7,SimpleCase,1.0981655069582505,M.B,195.09673720406767,750,15
16,LINK,17,7,SimpleCase,1.0981655069582505,M.B,196.19490271102592,750,15
22,LINK,17,7,SimpleCase,1.0981655069582505,M.B,197.29306821798417,750,15
27,LINK,17,7,SimpleCase,1.0981655069582505,M.B,198.39123372494242,750,15
12,LINK,17,7,SimpleCase,1.0981655069582505,M.B,198.7590262606634,750,15
25,LINK,17,7,SimpleCase,1.0981655069582505,M.B,199.48939923190068,750,15
29,LINK,0,10,SimpleCase,5.232276089744878,M.A,200,1100,16
30,LINK,1,9,SimpleCase,4.23232585112885,M.A,200,1100,17
31,LINK,2,13,SimpleCase,5.232233149088749,M.A,200,1100,18
32,LINK,3,11,SimpleCase,3.2323513049093533,M.A,200,1100,19
33,LINK,4,14,SimpleCase,10.232217057910766,M.A,200,1100,20
34,LINK,5,17,SimpleCase,10.232245336489825,M.A,200,1100,21
35,LINK,6,17,SimpleCase,5.232245336489825,M.A,200,1100,22
